match_id,match_date,manager_era,def_line_height,ppda
68336,2007-06-17,Rijkaard,59.374647887323945,2.6705882352941175
69180,2007-08-26,Rijkaard,53.01556886227545,2.2023809523809526
69169,2007-09-02,Rijkaard,53.7705069124424,1.9401709401709402
69148,2007-09-22,Rijkaard,58.664253393665156,2.0211267605633805
69143,2007-09-26,Rijkaard,62.318103448275856,1.8266666666666667
69151,2007-09-29,Rijkaard,46.77041666666666,2.4343434343434343
69144,2007-10-07,Rijkaard,50.99023255813953,2.6
68364,2007-10-20,Rijkaard,56.20415584415584,1.3571428571428572
69158,2007-10-28,Rijkaard,51.000460829493086,2.5660377358490565
68363,2007-11-01,Rijkaard,50.857831325301206,2.0757575757575757
69166,2007-11-04,Rijkaard,61.645197740113,2.074380165289256
69178,2007-11-10,Rijkaard,50.8,2.018181818181818
69184,2007-11-24,Rijkaard,58.30916666666667,1.3137254901960784
68356,2007-12-01,Rijkaard,49.45022026431718,2.1454545454545455
69170,2007-12-09,Rijkaard,57.08976744186046,1.8818897637795275
69145,2007-12-15,Rijkaard,53.6247572815534,2.2711864406779663
69173,2008-01-20,Rijkaard,49.23130434782609,2.189189189189189
69181,2008-01-27,Rijkaard,52.39058295964126,2.4754098360655736
69187,2008-02-03,Rijkaard,54.59778761061947,1.7203389830508475
69146,2008-02-09,Rijkaard,52.354365079365074,2.0592592592592593
69182,2008-02-16,Rijkaard,55.47939914163091,2.0
68360,2008-02-24,Rijkaard,55.46685393258427,1.9230769230769231
68365,2008-03-01,Rijkaard,53.83623853211009,2.054054054054054
68358,2008-04-12,Rijkaard,47.5078431372549,2.4901960784313726
68359,2008-04-19,Rijkaard,54.84673913043478,2.0
69141,2008-05-04,Rijkaard,59.45463917525774,2.5114503816793894
68361,2008-05-07,Rijkaard,47.61747572815534,3.1176470588235294
68366,2008-05-11,Rijkaard,51.38811475409836,2.074626865671642
69186,2008-05-17,Rijkaard,46.11287128712871,2.4444444444444446
69147,2008-08-31,Guardiola,62.23450292397661,1.7727272727272727
69215,2008-09-13,Guardiola,63.410404624277454,1.6446280991735538
69138,2008-09-21,Guardiola,61.66618357487923,1.7588652482269505
69207,2008-09-24,Guardiola,55.35454545454545,1.9841269841269842
69211,2008-09-27,Guardiola,68.82205882352942,1.3246753246753247
69212,2008-10-04,Guardiola,60.61555555555555,2.1476510067114094
69232,2008-10-25,Guardiola,61.09264705882353,1.6953125
69235,2008-11-01,Guardiola,57.14061302681993,1.3037974683544304
69279,2008-11-08,Guardiola,51.38102564102564,2.712962962962963
69285,2008-11-16,Guardiola,55.18377192982456,1.8778625954198473
69171,2008-11-29,Guardiola,60.87401960784313,1.963768115942029
69149,2008-12-06,Guardiola,57.5544776119403,1.953757225433526
69225,2008-12-13,Guardiola,63.00923076923077,1.3559322033898304
69228,2008-12-21,Guardiola,54.75852090032155,1.6702127659574468
69230,2009-01-11,Guardiola,55.811196911196916,1.6730769230769231
69183,2009-01-17,Guardiola,57.31059322033898,1.6083916083916083
69189,2009-01-24,Guardiola,59.85358851674641,1.4233576642335766
69209,2009-02-01,Guardiola,57.69497487437186,1.8931297709923665
69231,2009-02-08,Guardiola,57.74628571428572,1.9724770642201834
69195,2009-02-14,Guardiola,58.4,1.4867256637168142
69139,2009-02-21,Guardiola,56.89028571428571,2.121739130434783
69185,2009-03-01,Guardiola,54.32008196721311,1.9657534246575343
69216,2009-03-07,Guardiola,60.19040404040405,1.828358208955224
69177,2009-03-15,Guardiola,55.811347517730496,2.604651162790698
69142,2009-03-22,Guardiola,60.042603550295865,2.483050847457627
69273,2009-04-04,Guardiola,52.91060606060606,2.173076923076923
69222,2009-04-11,Guardiola,60.16243654822335,1.963768115942029
69223,2009-04-18,Guardiola,62.39495412844037,1.8157894736842106
69251,2009-04-25,Guardiola,55.90659898477158,1.7456140350877194
69249,2009-05-02,Guardiola,52.46119402985075,2.7606837606837606
69217,2009-05-10,Guardiola,57.17716535433071,1.8562874251497006
69229,2009-09-12,Guardiola,54.32772727272727,2.4191176470588234
69292,2009-09-19,Guardiola,54.62751937984496,1.98159509202454
69254,2009-09-22,Guardiola,58.43841059602649,2.235294117647059
69255,2009-09-26,Guardiola,51.81550387596899,1.3557046979865772
69256,2009-10-03,Guardiola,59.975,1.319767441860465
69252,2009-10-17,Guardiola,48.316,2.221311475409836
69253,2009-10-25,Guardiola,64.58288770053476,1.6917808219178083
69277,2009-10-31,Guardiola,53.69185185185185,2.7534246575342465
69250,2009-11-07,Guardiola,56.44066666666667,2.1648351648351647
69288,2009-11-21,Guardiola,51.994923857868024,2.235294117647059
69262,2009-11-29,Guardiola,54.367420814479644,2.121212121212121
69267,2009-12-02,Guardiola,54.495609756097565,1.6065573770491803
69218,2009-12-05,Guardiola,58.73436123348018,1.4557823129251701
69219,2010-01-10,Guardiola,48.70360824742268,2.3263157894736843
69243,2010-01-16,Guardiola,55.45275590551181,1.4370370370370371
69210,2010-01-23,Guardiola,51.377560975609754,2.210526315789474
69220,2010-01-30,Guardiola,53.93392070484582,1.5923076923076922
69240,2010-02-06,Guardiola,48.6405,3.6161616161616164
69237,2010-02-14,Guardiola,49.941199999999995,1.6590909090909092
69233,2010-02-20,Guardiola,57.656741573033706,2.3596491228070176
69238,2010-02-27,Guardiola,60.365420560747665,1.375886524822695
69226,2010-03-06,Guardiola,63.84330357142857,1.4817073170731707
69224,2010-03-14,Guardiola,56.96844262295082,2.0551724137931036
69227,2010-03-21,Guardiola,53.77552742616034,1.8581081081081081
69257,2010-03-24,Guardiola,56.46331877729258,1.7007299270072993
69298,2010-03-27,Guardiola,55.117194570135744,1.8951612903225807
69247,2010-04-03,Guardiola,56.38493723849373,1.782312925170068
69259,2010-04-10,Guardiola,49.372687224669605,2.5126050420168067
69221,2010-04-14,Guardiola,62.54641148325359,1.6115107913669064
69213,2010-04-17,Guardiola,54.95234899328859,2.7325581395348837
69214,2010-04-24,Guardiola,54.33571428571429,2.159090909090909
69244,2010-05-01,Guardiola,54.50857142857143,2.0064935064935066
69241,2010-05-04,Guardiola,59.63652694610778,1.5765765765765767
69239,2010-05-08,Guardiola,58.07103448275861,3.1547619047619047
69242,2010-05-16,Guardiola,53.58465909090909,2.3535353535353534
69286,2010-08-29,Guardiola,54.46758241758242,3.029126213592233
69287,2010-09-11,Guardiola,64.24242424242425,1.6131386861313868
69269,2010-09-19,Guardiola,51.063793103448276,2.218390804597701
69236,2010-10-03,Guardiola,55.279190751445086,1.8764044943820224
69260,2010-10-16,Guardiola,55.35313807531381,2.3956834532374103
69263,2010-10-23,Guardiola,52.896875,2.0919540229885056
69289,2010-10-30,Guardiola,61.22406417112299,1.9579831932773109
69270,2010-11-07,Guardiola,58.59954337899543,1.9448275862068964
69308,2010-11-13,Guardiola,62.63571428571429,1.4796380090497738
69306,2010-11-20,Guardiola,56.10434782608696,1.912280701754386
69299,2010-11-29,Guardiola,54.84455445544555,2.2061068702290076
69307,2010-12-04,Guardiola,51.18372093023256,1.8738738738738738
69302,2010-12-12,Guardiola,64.59146341463415,2.0847457627118646
69275,2010-12-18,Guardiola,56.657627118644065,1.8333333333333333
69280,2011-01-08,Guardiola,51.707368421052635,1.6376811594202898
69278,2011-01-16,Guardiola,58.58957528957529,1.6319018404907975
69295,2011-01-22,Guardiola,66.16219512195121,1.566326530612245
69296,2011-01-29,Guardiola,61.61584158415841,1.1830985915492958
69276,2011-02-05,Guardiola,57.18419354838709,1.3263157894736841
69248,2011-02-12,Guardiola,53.25103448275862,2.1333333333333333
69282,2011-02-20,Guardiola,61.38069306930693,1.5826771653543308
69283,2011-02-26,Guardiola,50.93532934131737,2.4367816091954024
69274,2011-03-02,Guardiola,55.8023166023166,2.1184210526315788
69300,2011-03-05,Guardiola,62.67900552486188,1.4838709677419355
69291,2011-03-13,Guardiola,62.12369942196531,2.1491228070175437
69303,2011-03-19,Guardiola,60.21574074074074,1.8926174496644295
69304,2011-04-02,Guardiola,57.42356321839081,2.5272727272727273
69305,2011-04-09,Guardiola,62.7,1.8455284552845528
69245,2011-04-16,Guardiola,48.195035460992905,2.391304347826087
69271,2011-04-23,Guardiola,51.82473684210527,1.9047619047619047
69246,2011-04-30,Guardiola,48.68828125,2.2203389830508473
69234,2011-05-08,Guardiola,60.85401069518717,2.265625
69272,2011-05-11,Guardiola,55.16722222222222,1.6568627450980393
69268,2011-08-29,Guardiola,65.47006802721089,2.225225225225225
69264,2011-09-10,Guardiola,57.31937172774869,1.9098360655737705
70220,2011-09-17,Guardiola,54.608888888888885,1.8734177215189873
70223,2011-09-21,Guardiola,59.57300380228137,1.7928994082840237
69297,2011-09-24,Guardiola,63.412017167381975,1.8837209302325582
69265,2011-10-02,Guardiola,54.45882352941176,1.9
69293,2011-10-15,Guardiola,56.53136094674556,1.6808510638297873
69329,2011-10-22,Guardiola,64.67298850574713,1.937007874015748
69318,2011-10-25,Guardiola,63.00798122065728,1.6623376623376624
69314,2011-10-29,Guardiola,64.81257861635221,2.4871794871794872
69330,2011-11-06,Guardiola,56.41017699115044,1.9090909090909092
69331,2011-11-19,Guardiola,61.17181818181818,1.6394557823129252
69315,2011-11-26,Guardiola,65.12369477911646,1.2903225806451613
69332,2011-11-29,Guardiola,58.097685185185185,1.9710144927536233
69333,2011-12-03,Guardiola,56.74699453551913,1.8666666666666667
69334,2011-12-10,Guardiola,51.35849056603774,2.5855855855855854
69312,2012-01-08,Guardiola,56.33344051446946,1.578125
69327,2012-01-15,Guardiola,56.56279069767442,1.6904761904761905
69335,2012-01-22,Guardiola,56.53868613138686,1.3373493975903614
69338,2012-01-28,Guardiola,59.042561983471074,1.70625
69316,2012-02-04,Guardiola,58.29925650557621,1.45625
69336,2012-02-11,Guardiola,61.41574074074074,1.6232876712328768
69328,2012-02-19,Guardiola,66.87012987012987,1.975609756097561
69337,2012-02-26,Guardiola,54.51838565022422,1.5
69322,2012-03-11,Guardiola,63.10205128205128,1.732394366197183
69326,2012-03-17,Guardiola,59.65321637426901,3.193548387096774
70225,2012-03-20,Guardiola,66.11843971631207,2.327272727272727
69325,2012-03-24,Guardiola,47.67720207253886,2.838709677419355
69323,2012-03-31,Guardiola,65.56842105263158,2.0886699507389164
70219,2012-04-07,Guardiola,51.369613259668505,1.4489795918367347
69343,2012-04-10,Guardiola,65.48797468354431,1.8644067796610169
70221,2012-04-14,Guardiola,59.653333333333336,1.524822695035461
69324,2012-04-21,Guardiola,53.991052631578945,1.8518518518518519
70224,2012-04-29,Guardiola,59.43271604938272,1.8037383177570094
69340,2012-05-02,Guardiola,58.948113207547166,2.306451612903226
69320,2012-05-05,Guardiola,53.36,2.1691176470588234
69319,2012-05-12,Guardiola,52.37413793103448,3.561797752808989
70259,2012-08-19,Vilanova/Martino,60.283422459893046,2.086206896551724
70262,2012-08-26,Vilanova/Martino,52.875126903553294,2.0714285714285716
70286,2012-09-02,Vilanova/Martino,60.456989247311824,2.516949152542373
70292,2012-09-15,Vilanova/Martino,54.9703125,4.015384615384615
70270,2012-09-22,Vilanova/Martino,63.573750000000004,1.3012048192771084
70275,2012-09-29,Vilanova/Martino,60.211557788944724,1.795275590551181
70300,2012-10-07,Vilanova/Martino,59.909210526315796,2.217821782178218
70304,2012-10-20,Vilanova/Martino,50.21709844559585,2.625
70276,2012-10-27,Vilanova/Martino,51.3,2.1134751773049647
70308,2012-11-03,Vilanova/Martino,55.46270270270271,2.75
266724,2012-11-11,Vilanova/Martino,58.089795918367344,1.42
70309,2012-11-17,Vilanova/Martino,53.23648068669528,2.4160583941605838
70280,2012-11-25,Vilanova/Martino,60.80476190476191,1.5677966101694916
70263,2012-12-01,Vilanova/Martino,61.197192982456144,2.3
70295,2012-12-09,Vilanova/Martino,54.09145728643217,2.3658536585365852
70296,2012-12-16,Vilanova/Martino,58.90813397129186,1.7045454545454546
266015,2012-12-22,Vilanova/Martino,57.3764423076923,2.380952380952381
266433,2013-01-06,Vilanova/Martino,62.851173708920186,1.553191489361702
266827,2013-01-13,Vilanova/Martino,51.64669260700389,2.3925925925925924
70287,2013-01-19,Vilanova/Martino,51.266,3.1029411764705883
70260,2013-01-27,Vilanova/Martino,58.167073170731705,2.1333333333333333
70282,2013-02-03,Vilanova/Martino,54.137398373983736,1.9929078014184398
70297,2013-02-10,Vilanova/Martino,58.190909090909095,1.6275862068965516
70294,2013-02-16,Vilanova/Martino,50.746534653465346,1.92
70271,2013-02-23,Vilanova/Martino,64.64816326530612,1.8465909090909092
70272,2013-03-02,Vilanova/Martino,47.27740384615385,2.077777777777778
70305,2013-03-09,Vilanova/Martino,58.99396551724138,1.7848101265822784
70307,2013-03-17,Vilanova/Martino,54.293430656934305,2.2641509433962264
70256,2013-03-30,Vilanova/Martino,51.82880658436214,1.503875968992248
267502,2013-04-27,Vilanova/Martino,59.33417266187051,1.914438502673797
70281,2013-05-05,Vilanova/Martino,54.270270270270274,1.7364864864864864
70284,2013-05-12,Vilanova/Martino,49.007246376811594,2.287878787878788
70277,2013-08-18,Vilanova/Martino,62.824999999999996,1.5603448275862069
70298,2013-09-01,Vilanova/Martino,54.122943722943724,2.057377049180328
70301,2013-09-14,Vilanova/Martino,65.68571428571428,1.9577464788732395
70302,2013-09-21,Vilanova/Martino,52.32140077821012,2.704225352112676
267520,2013-09-24,Vilanova/Martino,62.04042553191489,1.6666666666666667
266420,2013-09-28,Vilanova/Martino,54.207359307359305,1.8188976377952757
266462,2013-10-19,Vilanova/Martino,55.91361256544503,1.7457627118644068
70293,2013-10-26,Vilanova/Martino,56.78826291079812,2.2962962962962963
267192,2013-10-29,Vilanova/Martino,49.78666666666667,1.9295774647887325
70283,2013-11-01,Vilanova/Martino,60.73733333333333,1.417808219178082
266883,2013-11-10,Vilanova/Martino,50.2563829787234,2.0533333333333332
265830,2014-01-11,Vilanova/Martino,50.0597510373444,1.752
70288,2014-01-19,Vilanova/Martino,61.778481012658226,1.8942307692307692
70291,2014-01-26,Vilanova/Martino,63.19122807017544,1.585987261146497
266613,2014-02-01,Vilanova/Martino,61.517872340425534,1.9371069182389937
267675,2014-02-09,Vilanova/Martino,46.58163265306123,2.548076923076923
265918,2014-02-15,Vilanova/Martino,60.26380952380952,2.859259259259259
265837,2014-02-22,Vilanova/Martino,51.7647342995169,2.2410714285714284
266066,2014-03-02,Vilanova/Martino,61.61367924528302,1.3973509933774835
266603,2014-03-08,Vilanova/Martino,54.10173913043478,1.6048387096774193
266074,2014-03-16,Vilanova/Martino,58.59942196531792,2.4311926605504586
265857,2014-03-23,Vilanova/Martino,54.86963350785341,2.169811320754717
266274,2014-03-26,Vilanova/Martino,55.00504587155964,2.0930232558139537
70306,2014-03-29,Vilanova/Martino,49.89637305699482,2.0408163265306123
267368,2014-04-05,Vilanova/Martino,53.64941176470588,1.6756756756756757
267138,2014-04-12,Vilanova/Martino,65.07087912087911,1.141732283464567
267567,2014-04-20,Vilanova/Martino,50.166071428571435,2.5377358490566038
70289,2014-04-27,Vilanova/Martino,65.01228070175439,1.7235772357723578
266491,2014-05-03,Vilanova/Martino,61.24411764705882,1.4275362318840579
266201,2014-05-11,Vilanova/Martino,60.47105263157895,2.2448979591836733
266256,2014-05-17,Vilanova/Martino,50.146800000000006,1.4958677685950412
266921,2014-08-24,Luis Enrique,66.49733333333333,2.9174311926605503
266406,2014-08-31,Luis Enrique,62.88774509803922,1.5255474452554745
70273,2014-09-13,Luis Enrique,56.54469026548673,2.6808510638297873
266770,2014-09-21,Luis Enrique,62.11055555555556,1.9075630252100841
266838,2014-09-24,Luis Enrique,49.29821428571428,1.8653846153846154
266117,2014-09-27,Luis Enrique,65.71961722488038,1.8092105263157894
267561,2014-10-04,Luis Enrique,54.177108433734944,1.8827586206896552
265896,2014-10-18,Luis Enrique,63.9,1.949579831932773
267085,2014-10-25,Luis Enrique,55.049553571428575,2.5877862595419847
267301,2014-11-01,Luis Enrique,57.53706563706564,1.5394736842105263
267499,2014-11-08,Luis Enrique,52.29095238095238,1.592920353982301
265835,2014-11-22,Luis Enrique,62.04618834080717,1.7161290322580645
266560,2014-11-30,Luis Enrique,58.00909090909091,1.5
266320,2014-12-07,Luis Enrique,56.31111111111111,1.719626168224299
70264,2014-12-13,Luis Enrique,63.67674418604651,1.646551724137931
266846,2014-12-20,Luis Enrique,67.39337016574586,1.835820895522388
266240,2015-01-04,Luis Enrique,58.69530516431925,1.4516129032258065
70303,2015-01-11,Luis Enrique,52.88292682926829,1.288888888888889
266230,2015-01-18,Luis Enrique,57.83372093023256,1.575
266794,2015-01-24,Luis Enrique,57.3550505050505,1.815126050420168
267597,2015-02-01,Luis Enrique,64.2889400921659,1.7692307692307692
266871,2015-02-08,Luis Enrique,49.83455882352941,3.375
266741,2015-02-15,Luis Enrique,56.099259259259256,2.7037037037037037
266148,2015-02-21,Luis Enrique,60.81448598130841,1.4714285714285715
267343,2015-02-28,Luis Enrique,47.22331606217617,2.0
266916,2015-03-08,Luis Enrique,64.84803921568627,2.176056338028169
266967,2015-03-14,Luis Enrique,55.51156069364162,2.264705882352941
267183,2015-03-22,Luis Enrique,48.07060931899642,2.338235294117647
266929,2015-04-05,Luis Enrique,51.09571428571428,1.7013888888888888
267400,2015-04-08,Luis Enrique,58.21910112359551,2.02803738317757
266142,2015-04-11,Luis Enrique,49.608695652173914,2.0892857142857144
266525,2015-04-18,Luis Enrique,52.22293577981652,1.9338842975206612
266531,2015-04-25,Luis Enrique,57.87191011235956,2.054054054054054
265963,2015-04-28,Luis Enrique,57.174860335195525,2.017699115044248
265866,2015-05-02,Luis Enrique,57.696969696969695,1.6837606837606838
266045,2015-05-09,Luis Enrique,57.6312030075188,1.4695121951219512
266631,2015-05-17,Luis Enrique,52.456886227544906,1.6046511627906976
267197,2015-05-23,Luis Enrique,53.660540540540545,1.7264150943396226
266236,2015-08-23,Luis Enrique,54.604166666666664,2.9285714285714284
267422,2015-08-29,Luis Enrique,58.53194444444445,2.10989010989011
266166,2015-09-12,Luis Enrique,53.09487179487179,2.145631067961165
266490,2015-09-20,Luis Enrique,66.20652173913044,1.9124087591240877
266467,2015-09-23,Luis Enrique,57.54976525821596,2.2142857142857144
267611,2015-09-26,Luis Enrique,57.03261802575108,1.7083333333333333
3825617,2015-10-03,Luis Enrique,51.39719101123596,2.294736842105263
3825627,2015-10-17,Luis Enrique,52.226643598615915,2.549019607843137
3825637,2015-10-25,Luis Enrique,56.19178082191781,1.697674418604651
3825645,2015-10-31,Luis Enrique,65.54343891402715,1.6484848484848484
3825660,2015-11-08,Luis Enrique,60.75674418604652,2.0272108843537415
266424,2015-11-21,Luis Enrique,51.98737373737374,2.9
266885,2015-11-28,Luis Enrique,49.96898395721926,3.306122448979592
267274,2015-12-05,Luis Enrique,61.61588785046729,1.7315436241610738
266961,2015-12-12,Luis Enrique,58.641891891891895,1.5133333333333334
267327,2015-12-30,Luis Enrique,55.617560975609756,1.9609375
266670,2016-01-02,Luis Enrique,52.359670781893,1.1942446043165467
266620,2016-01-09,Luis Enrique,55.881654676259,1.5089820359281436
266149,2016-01-17,Luis Enrique,58.97777777777778,2.0
265894,2016-01-23,Luis Enrique,54.582926829268295,2.09
267576,2016-01-30,Luis Enrique,48.284615384615385,1.913978494623656
266160,2016-02-07,Luis Enrique,46.569294605809134,1.7475728155339805
266254,2016-02-14,Luis Enrique,61.24429065743944,1.365482233502538
266815,2016-02-17,Luis Enrique,61.49657534246575,1.7425742574257426
267273,2016-02-20,Luis Enrique,55.995862068965515,1.96
265839,2016-02-28,Luis Enrique,57.61203703703704,1.7803030303030303
266653,2016-03-03,Luis Enrique,65.53197969543147,1.9225352112676057
266056,2016-03-06,Luis Enrique,48.68685714285715,2.75
266498,2016-03-12,Luis Enrique,58.52608695652174,1.7318840579710144
266106,2016-03-20,Luis Enrique,50.146341463414636,2.7790697674418605
267533,2016-04-02,Luis Enrique,59.58779069767442,2.2605042016806722
266664,2016-04-09,Luis Enrique,54.076,1.5041322314049588
266557,2016-04-17,Luis Enrique,60.46035242290749,1.5314685314685315
266310,2016-04-20,Luis Enrique,51.6695067264574,2.0442477876106193
265944,2016-04-23,Luis Enrique,61.15722222222222,1.792
266986,2016-04-30,Luis Enrique,67.84413145539905,1.3801169590643274
265958,2016-05-08,Luis Enrique,60.33147208121827,1.832167832167832
267506,2016-05-14,Luis Enrique,52.74514563106796,2.2
267670,2016-08-20,Luis Enrique,64.84751381215469,1.717741935483871
266892,2016-08-28,Luis Enrique,43.73251533742331,3.765625
266669,2016-09-10,Luis Enrique,62.18907103825137,1.65
267212,2016-09-17,Luis Enrique,48.74462809917355,1.8307692307692307
267220,2016-09-21,Luis Enrique,64.36969696969697,1.5673758865248226
267492,2016-10-15,Luis Enrique,61.81329787234042,1.8548387096774193
266033,2016-10-22,Luis Enrique,57.35041666666667,1.4230769230769231
267058,2016-10-29,Luis Enrique,64.23183856502243,1.5649350649350648
266989,2016-11-06,Luis Enrique,56.80387323943662,1.9080459770114941
266191,2016-11-27,Luis Enrique,49.35113636363636,1.7833333333333334
267076,2016-12-03,Luis Enrique,53.14229691876751,1.5265700483091786
266357,2016-12-10,Luis Enrique,54.7030303030303,2.0425531914893615
266528,2016-12-18,Luis Enrique,64.13552631578948,1.4723926380368098
266477,2017-01-08,Luis Enrique,64.8933014354067,1.8461538461538463
267395,2017-01-14,Luis Enrique,64.76171875,1.621212121212121
266731,2017-01-22,Luis Enrique,43.09806763285024,3.0759493670886076
266516,2017-01-29,Luis Enrique,53.16736842105263,1.683168316831683
266874,2017-02-04,Luis Enrique,57.40718562874252,3.0288461538461537
266273,2017-02-11,Luis Enrique,64.13108108108108,2.3173076923076925
267596,2017-02-19,Luis Enrique,57.32089552238806,2.0708661417322833
267464,2017-02-26,Luis Enrique,55.65714285714286,2.1264367816091956
265952,2017-03-01,Luis Enrique,63.042857142857144,1.3805970149253732
266299,2017-03-04,Luis Enrique,54.718032786885246,2.6160714285714284
267660,2017-03-12,Luis Enrique,55.57903225806452,1.990909090909091
266440,2017-03-19,Luis Enrique,63.31345029239766,1.6754385964912282
266280,2017-04-05,Luis Enrique,61.031168831168834,2.329192546583851
267590,2017-04-08,Luis Enrique,63.48390243902439,1.7483870967741935
267373,2017-04-15,Luis Enrique,54.50061728395062,1.8253968253968254
267569,2017-04-23,Luis Enrique,53.10052631578947,2.6407766990291264
267101,2017-04-26,Luis Enrique,66.25663265306122,1.4931506849315068
267077,2017-04-29,Luis Enrique,56.769767441860466,2.390909090909091
266952,2017-05-06,Luis Enrique,65.72564102564102,1.9662162162162162
267039,2017-05-14,Luis Enrique,61.314077669902915,2.267605633802817
267432,2017-05-21,Luis Enrique,56.40537634408602,1.6372549019607843
9575,2017-08-20,Valverde,67.30275590551182,1.8870967741935485
9581,2017-08-26,Valverde,63.65428571428571,2.032
9592,2017-09-09,Valverde,50.860538116591925,1.411214953271028
9602,2017-09-16,Valverde,58.14111675126903,1.868421052631579
9609,2017-09-19,Valverde,51.03838862559242,2.482456140350877
9620,2017-09-23,Valverde,51.949321266968326,2.35
9636,2017-10-01,Valverde,63.7011673151751,2.4450549450549453
9642,2017-10-14,Valverde,63.21581632653061,2.0859375
9650,2017-10-21,Valverde,58.06156862745098,1.8461538461538463
9661,2017-10-28,Valverde,49.75645933014354,2.7362637362637363
9673,2017-11-04,Valverde,55.01813953488372,3.2519083969465647
9682,2017-11-18,Valverde,51.245327102803735,1.9639639639639639
9695,2017-11-26,Valverde,62.492444444444445,1.618421052631579
9700,2017-12-02,Valverde,63.51890756302521,2.1604938271604937
9717,2017-12-10,Valverde,66.36292517006802,1.3665158371040724
9726,2017-12-17,Valverde,59.44608294930875,2.1468531468531467
9736,2017-12-23,Valverde,55.84077669902912,1.7421052631578948
9742,2018-01-07,Valverde,62.342290748898684,1.455128205128205
9754,2018-01-14,Valverde,51.93267973856209,1.9556962025316456
9765,2018-01-21,Valverde,60.914693877551024,2.2420382165605095
9774,2018-01-28,Valverde,62.4112676056338,1.9473684210526316
9783,2018-02-04,Valverde,55.342926829268286,1.5573770491803278
9794,2018-02-11,Valverde,59.72585034013606,1.8666666666666667
9799,2018-02-17,Valverde,44.07165991902834,2.824074074074074
9811,2018-02-24,Valverde,59.6695067264574,1.9416058394160585
9827,2018-03-01,Valverde,60.215053763440864,2.2301587301587302
9837,2018-03-04,Valverde,61.076470588235296,2.111888111888112
9855,2018-03-18,Valverde,53.74669811320754,2.4827586206896552
9860,2018-03-31,Valverde,56.650442477876105,2.1510791366906474
9870,2018-04-07,Valverde,57.025,1.9318181818181819
9880,2018-04-14,Valverde,57.00248756218905,2.4310344827586206
9889,2018-04-17,Valverde,52.3326164874552,1.8194444444444444
9912,2018-04-29,Valverde,59.80411764705883,2.5137614678899083
9924,2018-05-06,Valverde,50.45649350649351,4.448717948717949
9928,2018-05-09,Valverde,61.99342105263158,2.3419354838709676
9948,2018-05-20,Valverde,55.24916201117318,2.730769230769231
15946,2018-08-18,Valverde,70.30805369127516,1.780701754385965
